availability_target_fraction,availability_relation,availability_slope,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,mean_delta_population_event_capture,sd_delta_population_event_capture,q025_delta_population_event_capture,q975_delta_population_event_capture,mean_delta_selected_n,sd_delta_selected_n,q025_delta_selected_n,q975_delta_selected_n,mean_delta_true_positive_n,sd_delta_true_positive_n,q025_delta_true_positive_n,q975_delta_true_positive_n,replicates
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,0.060589965238393405,0.003124747346217191,0.05429844051242298,0.06638386512666736,0.0,0.0,0.0,0.0,604.85,30.661519660297134,538.95,664.15,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.11421917344287506,0.0034625010439790524,0.10823539273040038,0.12146089856415897,3938.93,89.57917946676778,3792.125,4101.625,1140.33,36.7495083455053,1071.0,1214.4999999999998,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.1595168886095478,0.003983847597540777,0.15287578632367002,0.16687837376550535,4997.55,16.314692516844808,4967.475,5025.05,1592.49,40.37113054917068,1513.7,1677.0749999999998,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,0.10845019122311493,0.004978204244308411,0.1004014470859967,0.11815580217088789,0.0,0.0,0.0,0.0,1082.68,49.88489376818023,994.9,1170.525,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.19160564531438168,0.004149117671974925,0.18359339129381244,0.19846154473381258,7521.09,115.99443516780877,7303.75,7747.825,1912.88,44.106684254879056,1815.95,1999.4499999999998,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.2681907289393449,0.005452233185897047,0.2587047463676139,0.2807246319130232,9995.07,32.57384927461992,9935.425,10050.05,2677.5,60.16467301322163,2541.0,2796.2,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,0.1898463166823815,0.00610777987510326,0.17770903627498016,0.20275191710311882,0.0,0.0,0.0,0.0,1895.36,64.05813647371306,1761.15,2009.1499999999999,100
0.5,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.30945884004565366,0.0056890185739496505,0.2980200223818461,0.31984031638393856,14125.75,140.60126118376266,13864.475,14390.849999999999,3089.5,63.78285447714398,2948.25,3209.2,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.06646718692620995,0.0023234133802037117,0.06232683726368103,0.07116026514512201,2498.77,8.187024718258382,2484.0,2512.525,663.57,23.75857314696735,623.475,709.0999999999999,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,0.040975293534546084,0.002666300154973254,0.0362459884795747,0.04583595187392701,0.0,0.0,0.0,0.0,409.05,26.461092077603183,362.475,457.04999999999995,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.07713735930877179,0.002504168213240973,0.07261530186901984,0.08245877863628596,3447.85,80.7852090422498,3278.85,3591.15,770.1,25.882992348824217,726.425,826.0999999999999,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.1205818229866732,0.0031482861139205125,0.11552607306567693,0.12664832470587678,4997.55,16.314692516844808,4967.475,5025.05,1203.82,32.84256292365045,1136.425,1259.575,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,0.07590854813830493,0.003750480918457327,0.0689601614508585,0.0831064178930911,0.0,0.0,0.0,0.0,757.82,37.778295302456364,689.95,831.525,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.1368504105167293,0.003381336937106084,0.13060984222192282,0.1435037897162879,6614.57,108.35074498772005,6391.425,6805.0,1366.25,35.983547025906944,1294.9,1437.05,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.21380926794975608,0.0043327898511805,0.20611539316609168,0.22252388649172317,9995.07,32.57384927461992,9935.425,10050.05,2134.6,48.71292944331613,2034.375,2227.0,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,0.13807534920956108,0.004986144659940775,0.12920869949843355,0.14729383987081915,0.0,0.0,0.0,0.0,1378.53,52.66483598659498,1275.75,1484.4499999999998,100
0.5,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.23628155373492674,0.004824062093447759,0.2287726951701233,0.24515991658140068,12594.77,144.74741881127017,12302.375,12842.625,2358.94,53.47100035334928,2246.375,2453.0,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.07164265384631192,0.002275333215532287,0.0675812930263548,0.07594267498824539,2500.75,7.1905872816165335,2487.475,2514.0,715.24,23.420667726768094,669.425,760.0999999999999,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.0020078606819036574,0.0016028404345517567,-0.0011709201752605916,0.004784342324957826,0.0,0.0,0.0,0.0,20.03,15.99397298100668,-11.625,47.62499999999996,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.02138586588146819,0.0013907274924820933,0.018921207021954385,0.02396673218469711,746.12,32.36230504582125,687.375,814.3,213.51,14.053645416579625,188.0,239.04999999999998,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.11623330176331109,0.0030165809304775215,0.11125958487906595,0.12247965843084742,5001.43,14.42798557237869,4974.475,5028.525,1160.36,29.737070019309794,1108.0,1217.1499999999999,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.006233341179203809,0.002492659683192373,0.000735313961983218,0.010700296578004106,0.0,0.0,0.0,0.0,62.17,24.747637373203034,7.375,107.19999999999993,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.044085452330181775,0.002062719641891633,0.04031849733069553,0.04735198459208654,1870.59,53.544297718634965,1775.45,1964.525,440.14,21.203687500912753,399.425,476.525,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.1795277417947176,0.0035348845228902956,0.17282792931957228,0.18725832041756565,10002.99,28.69783189642652,9949.95,10056.525,1792.29,37.44579786541846,1701.425,1871.25,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.020048508080836296,0.0038285690523157845,0.012035776580586192,0.026976463191645355,0.0,0.0,0.0,0.0,200.14,38.172394700512534,120.9,268.15,100
0.5,higher_risk_more_available,1.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.08862885562577055,0.0028003421027722394,0.08384727799285514,0.0939493581172359,4783.48,80.53313265076339,4633.6,4921.599999999999,884.82,28.809853813715833,830.9,938.2499999999999,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.057251644293637625,0.0020590156832758196,0.053940402300575896,0.06084244476444195,2500.75,7.1905872816165335,2487.475,2514.0,571.55,20.587028867123042,536.95,605.05,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,-0.0028917157109228596,0.0018331021065020317,-0.00601342005270831,0.00041521794219172823,0.0,0.0,0.0,0.0,-28.89,18.344016171300364,-60.525,4.149999999999949,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.02144311822002471,0.0016260389417609904,0.018721168689811874,0.02499799647349061,1067.2,45.267108490725484,971.875,1151.25,214.08,16.348897964280795,183.85,248.77499999999992,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.09609501743764737,0.0027468571239146985,0.09164722074904665,0.10198293933853088,5001.43,14.42798557237869,4974.475,5028.525,959.34,27.819119941929046,913.9,1012.675,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,-0.0040634329787518405,0.0028054646159779394,-0.00912137374431303,0.0009605163853796448,0.0,0.0,0.0,0.0,-40.59,28.082524491544234,-91.525,9.624999999999957,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.04311443670887348,0.0019797753593522194,0.039417994194821164,0.04682221514771153,2488.66,60.27633671414321,2358.575,2610.725,430.42,19.819478226525472,395.0,469.575,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.15579831142360254,0.003432880407804025,0.14959965131465205,0.16300551015719011,10002.99,28.69783189642652,9949.95,10056.525,1555.43,37.590632564053195,1470.425,1613.725,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,-0.001539634936971422,0.0038518123857823063,-0.008130859961896286,0.005275872160938007,0.0,0.0,0.0,0.0,-15.36,38.48665517114505,-81.1,52.19999999999993,100
0.5,higher_risk_more_available,1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.08510045702544203,0.0026843641547425736,0.08010752393455713,0.08971496556290401,5888.61,92.76165776610048,5718.9,6067.575,849.61,28.05546274612112,791.75,895.05,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.03922600322477315,0.0018374172402253486,0.035965943555495795,0.042662008990348325,2500.75,7.1905872816165335,2487.475,2514.0,391.6,18.378182058015852,359.0,424.525,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,-0.009744279554426914,0.0019131849547069544,-0.013268337656512386,-0.005616286555740893,0.0,0.0,0.0,0.0,-97.3,19.205691496496186,-133.05,-55.95000000000002,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.02046072803764094,0.0014524181124934462,0.017659180582899912,0.023100992411080837,1570.98,48.58793548554492,1466.0,1646.1499999999999,204.26,14.442935430111977,175.85,230.04999999999998,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.06991484965354691,0.00242133305954598,0.06564498022217433,0.07532227706574954,5001.43,14.42798557237869,4974.475,5028.525,697.99,24.82524578494296,648.425,750.0999999999999,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,-0.01764638295142975,0.002741469218743941,-0.023013356928553497,-0.012195740928615233,0.0,0.0,0.0,0.0,-176.2,27.58824226207808,-231.1,-121.90000000000003,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.04038409254427086,0.0018904129242466694,0.037097633957091654,0.043736047399114644,3394.33,73.45211523382585,3226.325,3521.1,403.17,19.059743922304897,366.475,433.525,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.1203684476548295,0.0027539829414335243,0.11621512754520588,0.12635909156752378,10002.99,28.69783189642652,9949.95,10056.525,1201.71,29.854629270665693,1153.0,1257.575,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,-0.030449284583418078,0.004093277963615891,-0.03735179670154609,-0.022844813860869142,0.0,0.0,0.0,0.0,-303.95,40.65384174324548,-376.575,-226.95000000000002,100
0.5,higher_risk_more_available,1.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.07879296549299106,0.002608786570632861,0.07387022558380417,0.08364986635870994,7404.8,103.42010042403349,7203.75,7585.625,786.66,27.78205946798812,736.475,833.675,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.08430420198632946,0.002475609676929548,0.07998820235744701,0.08909922826139512,2499.96,7.458870388654535,2485.95,2513.0,841.63,25.145096114070803,794.475,889.8249999999999,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.02719422191072626,0.0031040858089990734,0.02148599874841354,0.03431187839831279,0.0,0.0,0.0,0.0,271.49,31.094023265384667,215.225,340.92499999999984,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.0843655147708369,0.0027661581507104236,0.08001009268151132,0.09045417405726813,2500.66,61.823015556710374,2363.75,2615.6749999999997,842.27,28.821938543653538,792.475,911.8749999999999,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.14134468785282256,0.003253030838192831,0.13583013491366874,0.1477995429999257,4999.96,14.877221419731484,4972.425,5026.525,1411.08,33.36261743964706,1354.225,1484.6999999999998,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.05465585533028527,0.003798536248552592,0.04642381652278915,0.06154389254081528,0.0,0.0,0.0,0.0,545.59,37.28950213796062,464.425,608.5749999999999,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.141556948260616,0.003893667524462528,0.1353964881943046,0.14945647132706955,5008.92,94.26383348363413,4849.375,5185.575,1413.25,41.429354498246944,1346.475,1492.05,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.22789645585163051,0.004017674567457813,0.22101019349196468,0.2360611660055621,9999.91,29.783425327561375,9944.8,10052.525,2275.18,43.699936435244894,2200.0,2361.875,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.109374464610505,0.005944506749245574,0.09814442362250282,0.12098916280300023,0.0,0.0,0.0,0.0,1091.95,60.367121796052146,980.95,1209.7749999999999,100
0.5,risk_independent,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.22804442499478575,0.004226508759088689,0.22087335454487808,0.23735259040174472,10010.36,116.2938215439364,9789.95,10238.15,2276.68,46.766749821736475,2196.425,2358.575,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.06775952439950376,0.002291397648904644,0.0639329553178087,0.07149720390387314,2499.96,7.458870388654535,2485.95,2513.0,676.45,22.86692949756186,637.475,721.5749999999999,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,0.01839771807246004,0.003004215762474403,0.012918972454745109,0.02344527980504887,0.0,0.0,0.0,0.0,183.63,29.77683154685362,130.125,235.14999999999995,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.06784218055942202,0.0027049044045145184,0.06310717750454001,0.0732964893902105,2503.46,69.47863853099895,2368.95,2633.05,677.3,27.629036109926755,628.0,741.0249999999999,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.11735740307618339,0.0030880759351739418,0.11160547801397527,0.12411307263472161,4999.96,14.877221419731484,4972.425,5026.525,1171.59,30.755173663478267,1111.475,1235.8749999999998,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,0.03736261064130957,0.004065820916532022,0.028947444784660947,0.04626808766502542,0.0,0.0,0.0,0.0,372.94,40.09403593019437,291.9,458.62499999999994,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.11746422134364881,0.003326138247529042,0.11135561362695627,0.12428923014529175,5007.84,92.46628869731143,4842.475,5182.825,1172.68,33.971729185285575,1110.8,1247.725,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.19717854769909438,0.0038520020167717027,0.19060093554821542,0.205613944094456,9999.91,29.783425327561375,9944.8,10052.525,1968.51,41.155407612579616,1904.9,2046.575,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,0.078292646594505,0.005025747127902066,0.0699785544122133,0.08672437466975826,0.0,0.0,0.0,0.0,781.65,50.935367046499394,695.275,865.3999999999999,100
0.5,risk_independent,0.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.19731511867766152,0.004212305605511967,0.1902341617021702,0.20507690665920647,10013.06,115.77650186388594,9805.175,10252.3,1969.89,45.252355259871905,1887.475,2055.525,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.04864788700146953,0.0019091418973869974,0.04593889749687525,0.052527858930387306,2499.96,7.458870388654535,2485.95,2513.0,485.65,18.85584602432172,455.9,523.675,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,0.008932336848957778,0.002456401676714672,0.0038987340879367617,0.013444350020957408,0.0,0.0,0.0,0.0,89.14,24.38413957116926,39.375,134.575,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.04882304793583222,0.002207745850134446,0.04526841346426399,0.052757867301730245,2509.73,70.19983812465148,2371.475,2640.575,487.4,21.91166840113304,450.85,530.5749999999999,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,cohort_specific_top_fraction,0.08858106986396534,0.0025977202024980786,0.08400771950435572,0.09402945723381544,4999.96,14.877221419731484,4972.425,5026.525,884.33,26.447987836621156,828.0,946.8249999999999,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,fixed_absolute_budget,0.019627836644446787,0.0034014654796489575,0.01245953558346447,0.026708737024716555,0.0,0.0,0.0,0.0,195.92,33.8068428910868,125.425,266.525,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.1,fixed_calibration_threshold,0.08863003434437648,0.0028122335756969744,0.08306792252109393,0.0934499854149634,5006.13,96.37391983437439,4798.65,5174.1,884.82,28.60401186808408,829.0,941.625,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,cohort_specific_top_fraction,0.15761409096561732,0.0033935759141231836,0.15091419867831288,0.163737400393803,9999.91,29.783425327561375,9944.8,10052.525,1573.55,37.02043525220397,1499.225,1642.525,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,fixed_absolute_budget,0.042302133720988254,0.004649959721535719,0.03340968407362807,0.052791810716510505,0.0,0.0,0.0,0.0,422.35,46.77074433075151,333.8,524.5749999999999,100
0.5,risk_independent,0.0,weak,2.0,0.4472135954999579,0.2,fixed_calibration_threshold,0.1576627270731321,0.0037539392819009912,0.15064884832296174,0.16444164754144172,10004.57,127.47011969140615,9750.275,10225.125,1574.04,40.5265644268352,1495.9,1644.575,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,0.08132456519774602,0.0032082771096654567,0.0750602358330958,0.08631663746345049,1499.3,6.780095646058171,1486.475,1511.0,811.91,33.05003705739147,746.475,867.15,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,0.05408180826550429,0.0034481168110484742,0.046962025440222224,0.060196153530405146,0.0,0.0,0.0,0.0,539.9,34.440550447858925,471.425,595.5749999999999,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,0.12178439747638034,0.0033349197462824412,0.11548724189160695,0.1279699936190336,3415.95,78.3097159754881,3250.25,3553.625,1215.87,36.23427001103131,1141.75,1286.525,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,0.1357825694586371,0.003914482766991962,0.12839580070615564,0.14302546166551314,2998.68,13.39069479417357,2973.475,3021.525,1355.55,39.73888892419229,1281.475,1434.575,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,0.0932759526013227,0.004535178240856752,0.08456096542893789,0.1017009735734801,0.0,0.0,0.0,0.0,931.18,45.22097930935341,846.475,1018.0,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,0.19081038133350234,0.00453197169319854,0.18214869888497787,0.19964632429133344,6253.32,103.05729307800424,6056.8,6435.7,1904.99,49.68598261770485,1817.0,1996.575,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,0.21767976090697125,0.005254812624976385,0.20963188672972533,0.2281262088584511,5997.43,26.7503440929441,5946.95,6043.0,2173.21,56.10763375563584,2070.125,2289.1,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,0.15622655166940547,0.006155241228600978,0.14520975282287926,0.16790763522812518,0.0,0.0,0.0,0.0,1559.69,63.08607155499877,1450.475,1684.7749999999999,100
0.7,higher_risk_less_available,-1.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,0.2808609571548648,0.004686912844634377,0.2726767704361253,0.29051400904142205,11054.73,117.38152032211592,10808.45,11291.1,2804.0,54.31483232139275,2696.85,2903.625,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,cohort_specific_top_fraction,0.06669296208115279,0.0028462392159247997,0.06158006000228799,0.07219917359198173,1499.3,6.780095646058171,1486.475,1511.0,665.81,28.579393226094165,618.325,721.625,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_absolute_budget,0.04355591284363292,0.002980403514559352,0.038495505156981566,0.049241843685966624,0.0,0.0,0.0,0.0,434.81,29.55894470581134,381.425,492.04999999999995,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.05,fixed_calibration_threshold,0.09173714812326826,0.0031481166906203394,0.08564291590268282,0.09807348621284476,2984.24,73.49859065507876,2860.85,3124.975,915.88,33.10994235616067,854.425,983.05,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,cohort_specific_top_fraction,0.11428343996762491,0.0036249383298799748,0.10748251944530247,0.12227594437914566,2998.68,13.39069479417357,2973.475,3021.525,1140.92,36.70072247658117,1080.375,1221.925,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_absolute_budget,0.07576867434752074,0.004196796186763179,0.06645462056093841,0.08488696016944895,0.0,0.0,0.0,0.0,756.38,41.476969391446495,671.9,847.7249999999999,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.1,fixed_calibration_threshold,0.14987049054712118,0.003771783988817857,0.1435932521882142,0.15714886630168154,5492.49,89.66993291336215,5353.0,5665.675,1496.22,39.51002430019526,1422.9,1577.3,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,cohort_specific_top_fraction,0.19011380014028753,0.00463255962713192,0.1810513961236621,0.19862943629476945,5997.43,26.7503440929441,5946.95,6043.0,1898.04,50.73837031500147,1806.0,1994.525,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_absolute_budget,0.13016770330703528,0.005644489170385496,0.1182668306973671,0.140712054070752,0.0,0.0,0.0,0.0,1299.55,58.010339552096184,1180.175,1401.4999999999998,100
0.7,higher_risk_less_available,-1.0,medium,1.0,0.7071067811865475,0.2,fixed_calibration_threshold,0.23406717207169447,0.00473995854475653,0.22463863586893618,0.24313232070639182,9873.78,113.57919677209351,9661.475,10091.949999999999,2336.83,52.557242482589764,2225.85,2436.05,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,cohort_specific_top_fraction,0.047595225154558544,0.0022587128142301563,0.04369537806661176,0.052439970526932826,1499.3,6.780095646058171,1486.475,1511.0,475.17,22.95936463063436,436.475,519.1999999999999,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_absolute_budget,0.029225622411381314,0.002461342838952193,0.025469537500037127,0.034573187932618564,0.0,0.0,0.0,0.0,291.76,24.52132446535777,254.475,344.67499999999995,100
0.7,higher_risk_less_available,-1.0,weak,2.0,0.4472135954999579,0.05,fixed_calibration_threshold,0.059190693514419995,0.0022956305919474545,0.055259188137458844,0.06325485674915086,2405.06,64.91747986420292,2259.95,2525.6749999999997,590.93,23.49951858522582,545.95,638.15,100
