condition_id,availability_target_fraction,availability_relation,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,mean_naive_top_fraction_effect,q025_naive_top_fraction_effect,q975_naive_top_fraction_effect,mean_availability_effect_at_all_budget,q025_availability_effect_at_all_budget,q975_availability_effect_at_all_budget,mean_availability_main_effect,q025_availability_main_effect,q975_availability_main_effect,mean_capacity_main_effect,q025_capacity_main_effect,q975_capacity_main_effect,mean_shapley_availability_effect,q025_shapley_availability_effect,q975_shapley_availability_effect,mean_shapley_capacity_effect,q025_shapley_capacity_effect,q975_shapley_capacity_effect,mean_interaction_effect,q025_interaction_effect,q975_interaction_effect,mean_distortion_top_fraction_minus_fixed_budget,q025_distortion_top_fraction_minus_fixed_budget,q975_distortion_top_fraction_minus_fixed_budget,naive_fixed_budget_sign_reversal,sign_reversal_replicate_fraction,fixed_budget_interval_below_zero,fixed_budget_interval_above_zero,shapley_availability_interval_below_zero,shapley_capacity_interval_below_zero,interaction_interval_below_zero,interaction_interval_above_zero,max_abs_interaction_replicate
11,0.5,higher_risk_more_available,good,0.5,0.8944271909999159,0.1,0.11623330176331109,0.11125958487906595,0.12247965843084742,0.006233341179203809,0.000735313961983218,0.010700296578004106,0.002016342508578704,-0.0012075843824127402,0.005032967926353091,0.10999996058410728,0.10461310375830013,0.11690381293100148,0.004124841843891256,0.0009682844563473319,0.007065466862833358,0.11210845991941981,0.10723121765246449,0.11734862110671147,0.004216998670625103,-0.0012059959619308738,0.00851218618558796,0.10999996058410728,0.10461310375830013,0.11690381293100148,False,0.0,False,True,False,False,False,False,0.009309309309309288
12,0.5,higher_risk_more_available,good,0.5,0.8944271909999159,0.2,0.1795277417947176,0.17282792931957228,0.18725832041756565,0.020048508080836296,0.012035776580586192,0.026976463191645355,0.006223521045260824,0.0009779790488349122,0.010666777257402381,0.15947923371388129,0.15399802030440093,0.16511103093505186,0.013136014563048557,0.008692836322743556,0.018003528115776116,0.166391727231669,0.16202989006178894,0.1718039417092087,0.013824987035575474,0.00725020802840404,0.020757951397157158,0.15947923371388129,0.15399802030440093,0.16511103093505186,False,0.0,False,True,False,False,False,True,0.0238522954091816
13,0.5,higher_risk_more_available,medium,1.0,0.7071067811865475,0.05,0.057251644293637625,0.053940402300575896,0.06084244476444195,-0.0028917157109228596,-0.00601342005270831,0.00041521794219172823,-0.0019101189026501672,-0.004601620316878854,0.0005087385188317962,0.060143360004560484,0.057090688634822265,0.06334844879889459,-0.0024009173067865135,-0.004682957426254805,-0.00034398061693585475,0.05965256160042414,0.056436198537803704,0.06261980760560719,-0.0009815968082726922,-0.0041210908672942356,0.0028207359438766947,0.060143360004560484,0.057090688634822265,0.06334844879889459,True,0.95,False,False,True,False,False,False,0.0057017105131539625
14,0.5,higher_risk_more_available,medium,1.0,0.7071067811865475,0.1,0.09609501743764737,0.09164722074904665,0.10198293933853088,-0.0040634329787518405,-0.00912137374431303,0.0009605163853796448,-0.002912896622385873,-0.005879269342975561,0.00041521794219172823,0.10015845041639922,0.09445313725001721,0.10646571088388077,-0.003488164800568857,-0.007231297333817391,-0.0005483447833197379,0.09958318223821624,0.09433228770471488,0.1045788839098475,-0.001150536356365967,-0.0061635625027022245,0.0038215498615016834,0.10015845041639922,0.09445313725001721,0.10646571088388077,True,0.95,False,False,True,False,False,False,0.00688747088017827
15,0.5,higher_risk_more_available,medium,1.0,0.7071067811865475,0.2,0.15579831142360254,0.14959965131465205,0.16300551015719011,-0.001539634936971422,-0.008130859961896286,0.005275872160938007,-0.004112561300176437,-0.009274589929035161,0.0007074522823254508,0.15733794636057394,0.14784263911720338,0.16406082425650398,-0.0028260981185739297,-0.007566508128666377,0.001513005254109584,0.15862440954217644,0.15147905222955335,0.16418618230949403,0.002572926363205016,-0.004832896613328547,0.010566171036943114,0.15733794636057394,0.14784263911720338,0.16406082425650398,True,0.63,False,False,False,False,False,False,0.013937282229965153
16,0.5,higher_risk_more_available,weak,2.0,0.4472135954999579,0.05,0.03922600322477315,0.035965943555495795,0.042662008990348325,-0.009744279554426914,-0.013268337656512386,-0.005616286555740893,-0.005158433655894561,-0.007712421042586744,-0.002461504112194663,0.04897028277920007,0.046034060624591346,0.05192491881383219,-0.0074513566051607385,-0.009953007305424139,-0.0049090476655977485,0.04667735982993389,0.0436929916382845,0.04907937845146993,-0.004585845898532352,-0.00817704807175643,-0.0007556998696413677,0.04897028277920007,0.046034060624591346,0.05192491881383219,True,1.0,True,False,True,False,True,False,0.009090909090909087
17,0.5,higher_risk_more_available,weak,2.0,0.4472135954999579,0.1,0.06991484965354691,0.06564498022217433,0.07532227706574954,-0.01764638295142975,-0.023013356928553497,-0.012195740928615233,-0.009739185050034821,-0.013103998175488886,-0.0058157413809964385,0.08756123260497667,0.0832399885468901,0.09277240248758585,-0.013692784000732287,-0.017289277874146688,-0.009893812964198705,0.0836076336542792,0.08000986005816231,0.08794534524639583,-0.00790719790139493,-0.013025769989368342,-0.0021693651545397104,0.08756123260497667,0.0832399885468901,0.09277240248758585,True,1.0,True,False,True,False,True,False,0.015646662705486244
18,0.5,higher_risk_more_available,weak,2.0,0.4472135954999579,0.2,0.1203684476548295,0.11621512754520588,0.12635909156752378,-0.030449284583418078,-0.03735179670154609,-0.022844813860869142,-0.01766118904605545,-0.022886470094706464,-0.012295783846090556,0.15081773223824757,0.14421531088214043,0.1580689585914074,-0.024055236814736758,-0.028246794470610355,-0.01894413942521374,0.14442368446956622,0.14007453691180669,0.15038467360809274,-0.012788095537362633,-0.02032887024471877,-0.003569951275457125,0.15081773223824757,0.14421531088214043,0.1580689585914074,True,1.0,True,False,True,False,True,False,0.021575613618368933
19,0.5,risk_independent,good,0.5,0.8944271909999159,0.05,0.08430420198632946,0.07998820235744701,0.08909922826139512,0.02719422191072626,0.02148599874841354,0.03431187839831279,0.013373145135594806,0.008063920701303556,0.018136307259718217,0.05710998007560319,0.05266883777493728,0.06092943970510321,0.020283683523160533,0.015825508245322965,0.0255976917690029,0.06402051846316892,0.06106132985373855,0.06727639094060814,0.013821076775131448,0.008388387796452491,0.020011921124916662,0.05710998007560319,0.05266883777493728,0.06092943970510321,False,0.0,False,True,False,False,False,True,0.021040095275903142
20,0.5,risk_independent,good,0.5,0.8944271909999159,0.1,0.14134468785282256,0.13583013491366874,0.1477995429999257,0.05465585533028527,0.04642381652278915,0.06154389254081528,0.0271862363305389,0.02139150899309229,0.034168127767827586,0.08668883252253727,0.08259588961893019,0.09146383996638766,0.04092104583041209,0.035073200891494544,0.046421193092851254,0.10042364202241048,0.09663269620592645,0.10363346790561014,0.027469618999746384,0.020851202243123538,0.034142242161136455,0.08668883252253727,0.08259588961893019,0.09146383996638766,False,0.0,False,True,False,False,False,True,0.03703703703703701
21,0.5,risk_independent,good,0.5,0.8944271909999159,0.2,0.22789645585163051,0.22101019349196468,0.2360611660055621,0.109374464610505,0.09814442362250282,0.12098916280300023,0.054653769657402,0.046610096775554305,0.06159752416815209,0.11852199124112549,0.11315591737991385,0.12461824963499933,0.08201411713395351,0.07418350406368499,0.08915497134292988,0.145882338717677,0.141279344394029,0.15005996100359126,0.05472069495310304,0.04575058179638224,0.06441036227075864,0.11852199124112549,0.11315591737991385,0.12461824963499933,False,0.0,False,True,False,False,False,True,0.06919291338582673
22,0.5,risk_independent,medium,1.0,0.7071067811865475,0.05,0.06775952439950376,0.0639329553178087,0.07149720390387314,0.01839771807246004,0.012918972454745109,0.02344527980504887,0.008611922200468853,0.004234471855630423,0.01312809522610527,0.04936180632704372,0.0453985192530474,0.05284513498138588,0.013504820136464445,0.009228495589191,0.01739051539519854,0.054254704263039306,0.05160114287547325,0.056658362247917586,0.009785795871991186,0.004347011543761003,0.014502807780610562,0.04936180632704372,0.0453985192530474,0.05284513498138588,False,0.0,False,True,False,False,False,True,0.015183090205418276
23,0.5,risk_independent,medium,1.0,0.7071067811865475,0.1,0.11735740307618339,0.11160547801397527,0.12411307263472161,0.03736261064130957,0.028947444784660947,0.04626808766502542,0.018367914554600757,0.012839925294745373,0.02324476961602046,0.0799947924348738,0.07538005456509086,0.08566529504531689,0.027865262597955166,0.022397848676568143,0.03465215205656163,0.08949214047822823,0.08626959893033674,0.09331023254464134,0.018994696086708823,0.011632108617477266,0.02527454590198149,0.0799947924348738,0.07538005456509086,0.08566529504531689,False,0.0,False,True,False,False,False,True,0.02934782608695652
24,0.5,risk_independent,medium,1.0,0.7071067811865475,0.2,0.19717854769909438,0.19060093554821542,0.205613944094456,0.078292646594505,0.0699785544122133,0.08672437466975826,0.03734841823204707,0.028947444784660947,0.04605012790861166,0.11888590110458935,0.11329224229058832,0.12432868642775,0.057820532413276025,0.05030468429920781,0.06448797190314176,0.13935801528581832,0.13535703546352013,0.14327120641931074,0.04094422836245793,0.033225280884231406,0.05055212745241224,0.11888590110458935,0.11329224229058832,0.12432868642775,False,0.0,False,True,False,False,False,True,0.05141542462738821
25,0.5,risk_independent,weak,2.0,0.4472135954999579,0.05,0.04864788700146953,0.04593889749687525,0.052527858930387306,0.008932336848957778,0.0038987340879367617,0.013444350020957408,0.0042705555019881955,0.0004949725401020802,0.008051909838280682,0.03971555015251174,0.03658835798943867,0.043089171795926993,0.006601446175472988,0.0024881331254077614,0.010551827819639991,0.04204644082599653,0.0397123853019393,0.04425948713009099,0.004661781346969583,0.0006008978079084602,0.009426224945454304,0.03971555015251174,0.03658835798943867,0.043089171795926993,False,0.0,False,True,False,False,False,True,0.01148742325212914
26,0.5,risk_independent,weak,2.0,0.4472135954999579,0.1,0.08858106986396534,0.08400771950435572,0.09402945723381544,0.019627836644446787,0.01245953558346447,0.026708737024716555,0.008948213609748415,0.00392119898602134,0.013399668628044488,0.06895323321951854,0.06509009693376148,0.07346917258070243,0.0142880251270976,0.010123752452171248,0.019448139048735665,0.07429304473686772,0.07137629094045561,0.07714318319465871,0.010679623034698372,0.003832974308650521,0.017743599544290212,0.06895323321951854,0.06509009693376148,0.07346917258070243,False,0.0,False,True,False,False,False,True,0.018972332015810278
27,0.5,risk_independent,weak,2.0,0.4472135954999579,0.2,0.15761409096561732,0.15091419867831288,0.163737400393803,0.042302133720988254,0.03340968407362807,0.052791810716510505,0.019632097228826896,0.012412714489329433,0.026562878707777886,0.11531195724462905,0.10947762270498841,0.12093499385579749,0.030967115474907575,0.024423231454416723,0.03815781049955703,0.12664697549070975,0.12260436161320304,0.1313057097708016,0.022670036492161354,0.014606146435973823,0.031482597553525934,0.11531195724462905,0.10947762270498841,0.12093499385579749,False,0.0,False,True,False,False,False,True,0.034631600080305136
28,0.7,higher_risk_less_available,good,0.5,0.8944271909999159,0.05,0.08132456519774602,0.0750602358330958,0.08631663746345049,0.05408180826550429,0.046962025440222224,0.060196153530405146,0.0403318186099627,0.033899607202881536,0.04622660378260758,0.027242756932241714,0.0246681647390358,0.029655027843501852,0.04720681343773351,0.041402502064765694,0.052639163760330406,0.034117751760012506,0.03197706490888918,0.03610476687164065,0.013749989655541585,0.009419661605022509,0.0165555940233769,0.027242756932241714,0.0246681647390358,0.029655027843501852,False,0.0,False,True,False,False,False,True,0.016874246685415817
29,0.7,higher_risk_less_available,good,0.5,0.8944271909999159,0.1,0.1357825694586371,0.12839580070615564,0.14302546166551314,0.0932759526013227,0.08456096542893789,0.1017009735734801,0.07065078850903567,0.06249376540149262,0.07745663921770458,0.0425066168573144,0.03919580407248261,0.04576519329026921,0.08196337055517919,0.0741416215238244,0.08924450284843914,0.053819198903457884,0.051385964411631686,0.05643618248446084,0.02262516409228699,0.016667403448137295,0.02862268726362319,0.0425066168573144,0.03919580407248261,0.04576519329026921,False,0.0,False,True,False,False,False,True,0.02981906398463563
30,0.7,higher_risk_less_available,good,0.5,0.8944271909999159,0.2,0.21767976090697125,0.20963188672972533,0.2281262088584511,0.15622655166940547,0.14520975282287926,0.16790763522812518,0.12066781560906502,0.11104655201329311,0.13054905118147808,0.06145320923756582,0.05611953022939739,0.06617130003193042,0.13844718363923525,0.12964479981755825,0.1493578780456201,0.07923257726773604,0.07567392642260237,0.08179113508260218,0.03555873606034044,0.0286696378382719,0.04307951251680346,0.06145320923756582,0.05611953022939739,0.06617130003193042,False,0.0,False,True,False,False,False,True,0.045486284289276785
31,0.7,higher_risk_less_available,medium,1.0,0.7071067811865475,0.05,0.06669296208115279,0.06158006000228799,0.07219917359198173,0.04355591284363292,0.038495505156981566,0.049241843685966624,0.03235574105318461,0.027437493465125938,0.03817228514754889,0.023137049237519868,0.020765040154979205,0.025165468200703096,0.037955826948408766,0.03389957240327839,0.043499560371557264,0.028737135132744025,0.02682723483409898,0.030420278233204555,0.011200171790448316,0.007147478580328945,0.014615347968149938,0.023137049237519865,0.020765040154979205,0.025165468200703096,False,0.0,False,True,False,False,False,True,0.0163405285454912
32,0.7,higher_risk_less_available,medium,1.0,0.7071067811865475,0.1,0.11428343996762491,0.10748251944530247,0.12227594437914566,0.07576867434752074,0.06645462056093841,0.08488696016944895,0.05695498109855147,0.05111466819205576,0.06351458420276977,0.038514765620104176,0.03496896684102642,0.0420342952265942,0.0663618277230361,0.06031843155803249,0.0734986656638403,0.04792161224458881,0.04488450757025817,0.050274673784601535,0.018813693248969258,0.012556846766774928,0.0241331626458866,0.038514765620104176,0.03496896684102642,0.0420342952265942,False,0.0,False,True,False,False,False,True,0.024850299401197595
33,0.7,higher_risk_less_available,medium,1.0,0.7071067811865475,0.2,0.19011380014028753,0.1810513961236621,0.19862943629476945,0.13016770330703528,0.1182668306973671,0.140712054070752,0.09868359540183641,0.08895876410169128,0.10832004104370697,0.05994609683325228,0.05570327267918446,0.06476694359058036,0.11442564935443585,0.10335144146447259,0.1240159166279135,0.07568815078585171,0.07227450000888254,0.07888881236781298,0.03148410790519887,0.024860291513746115,0.03858937955828309,0.05994609683325228,0.05570327267918446,0.06476694359058036,False,0.0,False,True,False,False,False,True,0.04034291477559257
34,0.7,higher_risk_less_available,weak,2.0,0.4472135954999579,0.05,0.047595225154558544,0.04369537806661176,0.052439970526932826,0.029225622411381314,0.025469537500037127,0.034573187932618564,0.02164739683465942,0.01673108099056185,0.02549442059809385,0.018369602743177237,0.01634014957297339,0.021116502052837185,0.025436509623020367,0.021521288191298178,0.02991887883531641,0.022158715531538187,0.02043099414848897,0.023841159465600847,0.007578225576721891,0.0039043594766729455,0.011274691735533613,0.018369602743177237,0.01634014957297339,0.021116502052837185,False,0.0,False,True,False,False,False,True,0.012731829573934837
35,0.7,higher_risk_less_available,weak,2.0,0.4472135954999579,0.1,0.08572748167565786,0.08049437177168373,0.09266049712165057,0.05337402508288592,0.04795740509987253,0.06027275743256726,0.03916805570438151,0.03395318588264012,0.04494584023630938,0.032353456592771945,0.029583269210212548,0.03565098038505817,0.046271040393633715,0.04185458865153626,0.051925532444943696,0.039456441282024156,0.037391453089894534,0.04173063735743245,0.014205969378504404,0.007872047869376514,0.01903050922599528,0.032353456592771945,0.029583269210212548,0.03565098038505817,False,0.0,False,True,False,False,False,True,0.01959390862944163
36,0.7,higher_risk_less_available,weak,2.0,0.4472135954999579,0.2,0.15110803992667787,0.1431936217868432,0.15810811063663155,0.09519854493499931,0.08708018470057044,0.10277577328201645,0.07124970559923834,0.06366692219714813,0.07930800822233301,0.05590949499167856,0.05099344980737338,0.05999607821700742,0.08322412526711881,0.07607885793054403,0.09041839635334858,0.06788391465955908,0.06455264173070582,0.0706186420503454,0.02394883933576099,0.018477307319359704,0.030146966946408435,0.05590949499167856,0.05099344980737338,0.05999607821700742,False,0.0,False,True,False,False,False,True,0.032465574429590915
37,0.7,higher_risk_more_available,good,0.5,0.8944271909999159,0.05,0.04136095269273971,0.038222608730296065,0.044391021110107544,0.0006813610850490353,-0.001047089821779834,0.002552851718546036,0.00034528993746862896,-0.001610552934462766,0.0021513525949946777,0.04067959160769068,0.03745413632997263,0.04404451686464115,0.0005133255112588322,-0.0008981365643867387,0.0020015505718647213,0.04084762718148089,0.03769582731835885,0.04388035101125886,0.00033607114758040635,-0.0017565894887263552,0.0021519509347142983,0.04067959160769068,0.03745413632997263,0.04404451686464115,False,0.23,False,False,False,False,False,False,0.003896493156159475
38,0.7,higher_risk_more_available,good,0.5,0.8944271909999159,0.1,0.06626689780176874,0.06194128427208519,0.07094109210994805,0.001927696289399885,-0.0016853868094262147,0.004608480015834837,0.001138850472112699,-0.001357768585613975,0.00347745846273808,0.06433920151236885,0.06039232655129229,0.06865196806554778,0.0015332733807562925,-0.0006075913275060862,0.003755046016220816,0.06473362442101244,0.06101905529477462,0.06864582948458112,0.000788845817287186,-0.0022947124996558787,0.004345166012961752,0.06433920151236885,0.06039232655129229,0.06865196806554778,False,0.09,False,False,False,False,False,False,0.0048553510014161805
39,0.7,higher_risk_more_available,good,0.5,0.8944271909999159,0.2,0.10059408443772778,0.09475757485357053,0.10480385221314718,0.006549659495557385,0.0021153973592642496,0.01093869753439224,0.00355072770070012,0.00013870445494617027,0.0077728472844225535,0.09404442494217037,0.0886268748012426,0.09941034148561434,0.005050193598128753,0.001576166244021665,0.008506512399072217,0.09554389083959901,0.09060707316693359,0.09996041443711702,0.0029989317948572658,-0.0011096671960710096,0.007388753291560009,0.09404442494217037,0.0886268748012426,0.09941034148561434,False,0.01,False,True,False,False,False,False,0.009312683469986871
40,0.7,higher_risk_more_available,medium,1.0,0.7071067811865475,0.05,0.0330958203933852,0.03011252918956627,0.035796349926664896,-0.0014616311509192581,-0.003932486555388784,0.0006072060155224018,-0.0012542115049131524,-0.0027887961313778262,0.0010052384053155024,0.03455745154430446,0.031734431853727756,0.03798551279178586,-0.0013579213279162055,-0.0030261254826402014,0.00030078650843318037,0.034453741721301404,0.03139630734573015,0.03724628975028073,-0.00020741964600610576,-0.0025244109819551656,0.0021007616571142675,0.03455745154430446,0.031734431853727756,0.03798551279178586,True,0.91,False,False,False,False,False,False,0.002945797329143754
41,0.7,higher_risk_more_available,medium,1.0,0.7071067811865475,0.1,0.055229188155677796,0.05102951819177381,0.059281512057625795,-0.002780576452209225,-0.006264996049222732,0.0004076783996545809,-0.0020977138683342094,-0.004883529267049213,0.00019997757890454352,0.058009764607887024,0.05393231856977858,0.06269783729530036,-0.0024391451602717167,-0.00493095536853499,-7.469380065458506e-05,0.05766833331594952,0.05398318556423538,0.061384454915379354,-0.0006828625838750152,-0.005045732362728675,0.0030905147068742422,0.058009764607887024,0.05393231856977858,0.06269783729530036,True,0.93,False,False,True,False,False,False,0.005807086614173201
42,0.7,higher_risk_more_available,medium,1.0,0.7071067811865475,0.2,0.08788368319907404,0.08265170231365117,0.09291502176333635,-0.0032397460528124982,-0.00781861076801676,0.0011652969519058728,-0.0035617961009417674,-0.008124291761307642,0.0001539051089612808,0.09112342925188656,0.08563663650600316,0.09702880922036602,-0.0034007710768771326,-0.007289388380710056,0.0002627872418030086,0.0912844542759512,0.08637831473770038,0.0967303927490113,0.0003220500481292693,-0.004575360772522024,0.006433971042542891,0.09112342925188656,0.08563663650600316,0.09702880922036602,True,0.9,False,False,False,False,False,False,0.006869089099054204
43,0.7,higher_risk_more_available,weak,2.0,0.4472135954999579,0.05,0.022498195433498798,0.020221012966483033,0.025233803210575674,-0.0049462983245762565,-0.007472668404675802,-0.002765542111967584,-0.0034630852148892412,-0.0061253568683003355,-0.0010030639775258532,0.027444493758075058,0.024909833629151296,0.030158687820367517,-0.004204691769732749,-0.006222226212548432,-0.0022742100359259038,0.02670288720323155,0.024387139539191822,0.02895157575626927,-0.0014832131096870155,-0.004754298546617277,0.0018046090183943318,0.027444493758075058,0.024909833629151296,0.030158687820367517,True,1.0,True,False,True,False,False,False,0.005794205794205795
44,0.7,higher_risk_more_available,weak,2.0,0.4472135954999579,0.1,0.0395802712726957,0.03594431576025223,0.042955839370264946,-0.009687910745679866,-0.012900253426205485,-0.005483892094779423,-0.006992191861780867,-0.010053942554192083,-0.004194559771953933,0.04926818201837557,0.04574927506622943,0.0530313750770423,-0.008340051303730368,-0.01069613009156222,-0.005395934076629268,0.047920322576426075,0.04498767513138386,0.05138117251959035,-0.002695718883898999,-0.006488345747088143,0.0018386237169778965,0.04926818201837557,0.04574927506622943,0.0530313750770423,True,1.0,True,False,True,False,False,False,0.008288688972000385
45,0.7,higher_risk_more_available,weak,2.0,0.4472135954999579,0.2,0.06709140086496282,0.06388603659675934,0.0704361209525369,-0.017413078491670984,-0.023187725533269057,-0.012008934502457845,-0.012782927895820848,-0.01763444452191782,-0.00845654593056443,0.0845044793566338,0.0786961698650661,0.08998607641757508,-0.015098003193745914,-0.019473035079952322,-0.011493775606681363,0.08218940405870874,0.07765080936657862,0.0863815772499327,-0.004630150595850135,-0.011530932418660897,0.001405882296731424,0.0845044793566338,0.0786961698650661,0.08998607641757508,True,1.0,True,False,True,False,False,False,0.013153900637458305
