availability_target_fraction,availability_relation,model_quality,nominal_fraction,replicates,mean_c00_capture,q025_c00_capture,q975_c00_capture,mean_c10_capture,q025_c10_capture,q975_c10_capture,mean_c01_capture,q025_c01_capture,q975_c01_capture,mean_c11_capture,q025_c11_capture,q975_c11_capture,mean_naive_top_fraction_effect,q025_naive_top_fraction_effect,q975_naive_top_fraction_effect,mean_availability_effect_at_all_budget,q025_availability_effect_at_all_budget,q975_availability_effect_at_all_budget,mean_shapley_availability_effect,q025_shapley_availability_effect,q975_shapley_availability_effect,mean_shapley_capacity_effect,q025_shapley_capacity_effect,q975_shapley_capacity_effect,mean_interaction_effect,q025_interaction_effect,q975_interaction_effect,mean_total_four_cell_effect,q025_total_four_cell_effect,q975_total_four_cell_effect,mean_distortion_top_fraction_minus_fixed_budget,q025_distortion_top_fraction_minus_fixed_budget,q975_distortion_top_fraction_minus_fixed_budget,sign_reversal,fixed_budget_interval_below_zero,fixed_budget_interval_above_zero,interaction_abs_mean,interaction_abs_q975,relation_short,row_label,quality_q
0.5,higher_risk_more_available,medium,0.1,100,0.13837066447907878,0.1329084929755616,0.14286583952421314,0.13545776785669292,0.1296758474394434,0.14029363338857062,0.23852911489547807,0.2303954839234951,0.24634904562178325,0.23446568191672615,0.22743909589467423,0.24144455213652355,0.09609501743764733,0.09164722074904665,0.10198293933853082,-0.0040634329787518,-0.009121373744312994,0.0009605163853795781,-0.0034881648005688094,-0.007231297333817372,-0.0005483447833196833,0.09958318223821622,0.09433228770471482,0.1045788839098475,-0.00115053635636595,-0.006163562502702182,0.0038215498615016396,0.09609501743764733,0.09164722074904665,0.10198293933853082,0.0,0.0,0.0,True,False,False,0.00115053635636595,0.006163562502702182,risk ↑ availability,50% / risk ↑ availability,Medium / 10%
0.5,higher_risk_more_available,medium,0.2,100,0.238478338083537,0.23024601740796408,0.24684245599458443,0.23436577678336057,0.22753221489094946,0.24093300479944388,0.39581628444411104,0.38536647272271707,0.4048131287592615,0.39427664950713953,0.38335864369881434,0.40567384436208315,0.15579831142360248,0.149599651314652,0.1630055101571901,-0.001539634936971409,-0.008130859961896206,0.005275872160937933,-0.0028260981185738937,-0.007566508128666315,0.0015130052541095318,0.15862440954217638,0.1514790522295533,0.16418618230949397,0.0025729263632049944,-0.0048328966133285075,0.010566171036943062,0.15579831142360248,0.149599651314652,0.1630055101571901,0.0,0.0,0.0,True,False,False,0.0025729263632049944,0.010566171036943062,risk ↑ availability,50% / risk ↑ availability,Medium / 20%
0.5,higher_risk_more_available,weak,0.05,100,0.058042989042623436,0.054468223020374205,0.06182876249229468,0.05288455538672888,0.049273841229866416,0.05629082990253739,0.1070132718218235,0.10217547521324011,0.11170907207961352,0.09726899226739658,0.09251929267688702,0.1012698813585907,0.039226003224773105,0.03596594355549574,0.04266200899034824,-0.009744279554426865,-0.013268337656512356,-0.0056162865557408785,-0.0074513566051606925,-0.009953007305424108,-0.004909047665597725,0.04667735982993384,0.043692991638284454,0.04907937845146992,-0.004585845898532303,-0.008177048071756374,-0.0007556998696412877,0.039226003224773105,0.03596594355549574,0.04266200899034824,0.0,0.0,0.0,True,True,False,0.004585845898532303,0.008177048071756374,risk ↑ availability,50% / risk ↑ availability,Weak / 5%
0.5,higher_risk_more_available,weak,0.1,100,0.10699384625059706,0.10165698211024879,0.11171831410174783,0.0972546612005622,0.09238650441396384,0.10130709534786327,0.19455507885557374,0.18792399264568987,0.20106867879335474,0.176908695904144,0.1707873588591903,0.18320165047244727,0.06991484965354687,0.06564498022217431,0.07532227706574954,-0.017646382951429705,-0.02301335692855343,-0.012195740928615216,-0.013692784000732237,-0.017289277874146598,-0.009893812964198645,0.08360763365427916,0.08000986005816224,0.08794534524639577,-0.007907197901394885,-0.01302576998936827,-0.002169365154539637,0.06991484965354687,0.06564498022217431,0.07532227706574954,0.0,0.0,0.0,True,True,False,0.007907197901394885,0.01302576998936827,risk ↑ availability,50% / risk ↑ availability,Weak / 10%
0.5,higher_risk_more_available,weak,0.2,100,0.1945112677926698,0.18782194644589922,0.20154763707174247,0.1768500787466144,0.1705320625226598,0.18304539578846346,0.3453290000309174,0.3359131738663699,0.35471274830895244,0.3148797154474993,0.307272838569996,0.32442555296529074,0.12036844765482947,0.11621512754520583,0.12635909156752378,-0.030449284583418033,-0.03735179670154603,-0.02284481386086911,-0.024055236814736713,-0.02824679447061033,-0.018944139425213717,0.14442368446956622,0.14007453691180663,0.1503846736080927,-0.01278809553736258,-0.02032887024471872,-0.003569951275457113,0.12036844765482947,0.11621512754520583,0.12635909156752378,0.0,0.0,0.0,True,True,False,0.01278809553736258,0.02032887024471872,risk ↑ availability,50% / risk ↑ availability,Weak / 20%
0.5,risk_independent,good,0.05,100,0.08436457420373776,0.07890844123036996,0.08820777820357646,0.09773771933933255,0.09331869982895813,0.10237192020193817,0.14147455427934094,0.13477737811587953,0.14582588664178306,0.16866877619006723,0.16232312834530926,0.1740960413453089,0.08430420198632942,0.07998820235744693,0.08909922826139506,0.027194221910726207,0.02148599874841351,0.03431187839831272,0.020283683523160484,0.015825508245322924,0.025597691769002808,0.06402051846316889,0.061061329853738494,0.06727639094060808,0.0138210767751314,0.008388387796452443,0.020011921124916638,0.08430420198632942,0.07998820235744693,0.08909922826139506,0.0,0.0,0.0,False,False,True,0.0138210767751314,0.020011921124916638,independent,50% / independent,Good / 5%
0.5,risk_independent,good,0.1,100,0.14150559681558977,0.1344382390251677,0.14582886899918532,0.16869183314612865,0.16238674845668685,0.1740221657736161,0.22819442933812709,0.21975548939605935,0.23524424585778045,0.2828502846684124,0.2755372548296208,0.2903125701917846,0.14134468785282253,0.13583013491366874,0.14779954299992568,0.05465585533028523,0.04642381652278911,0.06154389254081519,0.040921045830412055,0.03507320089149454,0.04642119309285118,0.10042364202241044,0.09663269620592643,0.10363346790561008,0.02746961899974633,0.020851202243123448,0.03414224216113641,0.14134468785282253,0.13583013491366874,0.14779954299992568,0.0,0.0,0.0,False,False,True,0.02746961899974633,0.03414224216113641,independent,50% / independent,Good / 10%
0.5,risk_independent,good,0.2,100,0.22820330878158782,0.21924979443263629,0.23483305912564123,0.2828570784389898,0.2750007962605462,0.29104564014285406,0.3467253000227133,0.337763636191522,0.3561628986957578,0.4560997646332183,0.4460233799441976,0.46724853258142796,0.22789645585163051,0.22101019349196466,0.2360611660055621,0.10937446461050497,0.09814442362250278,0.12098916280300018,0.08201411713395347,0.07418350406368493,0.0891549713429298,0.14588233871767697,0.141279344394029,0.15005996100359123,0.054720694953103,0.04575058179638222,0.06441036227075861,0.22789645585163051,0.22101019349196466,0.2360611660055621,0.0,0.0,0.0,False,False,True,0.054720694953103,0.06441036227075861,independent,50% / independent,Good / 20%
0.5,risk_independent,medium,0.05,100,0.06774287243653665,0.06378184697239235,0.07141864050646043,0.07635479463700551,0.07270187282253511,0.07983680393527576,0.11710467876358038,0.11105603353413876,0.12234872718520753,0.13550239683604043,0.13033514518531167,0.14011890409495734,0.06775952439950371,0.06393295531780865,0.07149720390387308,0.01839771807245999,0.012918972454745062,0.023445279805048833,0.0135048201364644,0.009228495589190942,0.017390515395198473,0.054254704263039265,0.05160114287547318,0.05665836224791753,0.009785795871991137,0.004347011543760967,0.014502807780610511,0.06775952439950371,0.06393295531780865,0.07149720390387308,0.0,0.0,0.0,False,False,True,0.009785795871991137,0.014502807780610511,independent,50% / independent,Medium / 5%
0.5,risk_independent,medium,0.1,100,0.11710827884054278,0.11088492420346566,0.12235834788679718,0.13547619339514355,0.1299872185610254,0.1400939774965975,0.19710307127541657,0.18733047772033368,0.2036292270401582,0.23446568191672615,0.22743909589467423,0.24144455213652355,0.11735740307618332,0.11160547801397519,0.12411307263472159,0.03736261064130954,0.028947444784660898,0.04626808766502538,0.02786526259795511,0.02239784867656811,0.03465215205656155,0.08949214047822815,0.0862695989303367,0.0933102325446413,0.01899469608670877,0.01163210861747717,0.025274545901981457,0.11735740307618332,0.11160547801397519,0.12411307263472159,0.0,0.0,0.0,False,False,True,0.01899469608670877,0.025274545901981457,independent,50% / independent,Medium / 10%
0.5,risk_independent,medium,0.2,100,0.19709810180804518,0.18716960441020164,0.20358589419867254,0.23444652004009225,0.22743909589467423,0.2409285887192603,0.3159840029126345,0.30760776191928263,0.32402899095917803,0.39427664950713953,0.38335864369881434,0.40567384436208315,0.19717854769909426,0.1906009355482154,0.20561394409445594,0.07829264659450497,0.06997855441221326,0.08672437466975821,0.05782053241327599,0.05030468429920777,0.06448797190314172,0.1393580152858183,0.13535703546352007,0.1432712064193107,0.04094422836245788,0.033225280884231385,0.050552127452412235,0.19717854769909426,0.1906009355482154,0.20561394409445594,0.0,0.0,0.0,False,False,True,0.04094422836245788,0.050552127452412235,independent,50% / independent,Medium / 20%
0.5,risk_independent,weak,0.05,100,0.048621105265927056,0.044842155154802416,0.05193341290268084,0.05289166076791525,0.049354690201187545,0.056337985665468035,0.0883366554184388,0.083293824614906,0.09279207483919943,0.09726899226739658,0.09251929267688702,0.1012698813585907,0.048647887001469464,0.04593889749687518,0.05252785893038722,0.008932336848957728,0.0038987340879367022,0.013444350020957353,0.006601446175472933,0.0024881331254076973,0.010551827819639932,0.04204644082599649,0.03971238530193927,0.044259487130090966,0.004661781346969537,0.000600897807908455,0.009426224945454257,0.048647887001469464,0.04593889749687518,0.05252785893038722,0.0,0.0,0.0,False,False,True,0.004661781346969537,0.009426224945454257,independent,50% / independent,Weak / 5%
0.5,risk_independent,weak,0.1,100,0.08832762604017864,0.08298290990677791,0.09292726584104477,0.09727583964992703,0.09248663839415311,0.10123889823782992,0.15728085925969718,0.15093328116539617,0.16380026460083225,0.176908695904144,0.1707873588591903,0.18320165047244727,0.0885810698639653,0.08400771950435568,0.0940294572338154,0.019627836644446738,0.012459535583464399,0.02670873702471651,0.014288025127097558,0.010123752452171189,0.019448139048735623,0.07429304473686768,0.07137629094045557,0.07714318319465871,0.01067962303469832,0.0038329743086504523,0.017743599544290202,0.0885810698639653,0.08400771950435568,0.0940294572338154,0.0,0.0,0.0,False,False,True,0.01067962303469832,0.017743599544290202,independent,50% / independent,Weak / 10%
0.5,risk_independent,weak,0.2,100,0.157265624481882,0.15013194182830852,0.16409092274420276,0.1768977217107089,0.17082881232169284,0.18327942749016923,0.2725775817265111,0.2644145632200458,0.28023317675977316,0.3148797154474993,0.307272838569996,0.32442555296529074,0.1576140909656173,0.15091419867831282,0.163737400393803,0.04230213372098822,0.03340968407362803,0.05279181071651048,0.030967115474907523,0.02442323145441668,0.038157810499556966,0.1266469754907097,0.12260436161320301,0.13130570977080155,0.022670036492161313,0.014606146435973787,0.03148259755352589,0.1576140909656173,0.15091419867831282,0.163737400393803,0.0,0.0,0.0,False,False,True,0.022670036492161313,0.03148259755352589,independent,50% / independent,Weak / 20%
0.7,higher_risk_less_available,good,0.05,100,0.08734421099232118,0.08151658987279968,0.09134861741096713,0.12767602960228389,0.12284121070047536,0.1321271689932255,0.11458696792456292,0.1082630986870539,0.11925602830533506,0.16866877619006723,0.16232312834530926,0.1740960413453089,0.08132456519774596,0.07506023583309576,0.08631663746345046,0.05408180826550425,0.046962025440222155,0.06019615353040509,0.047206813437733454,0.04140250206476565,0.052639163760330336,0.03411775176001246,0.03197706490888913,0.03610476687164064,0.013749989655541537,0.00941966160502243,0.016555594023376845,0.08132456519774596,0.07506023583309576,0.08631663746345046,0.0,0.0,0.0,False,False,True,0.013749989655541537,0.016555594023376845,risk ↓ availability,70% / risk ↓ availability,Good / 5%
0.7,higher_risk_less_available,good,0.1,100,0.14706771520977527,0.13865511646276785,0.15277156494928956,0.21771850371881096,0.2097383373924734,0.22473666915072052,0.1895743320670897,0.1806818131974336,0.1964284482370152,0.2828502846684124,0.2755372548296208,0.2903125701917846,0.13578256945863706,0.12839580070615558,0.1430254616655131,0.09327595260132265,0.08456096542893786,0.1017009735734801,0.08196337055517912,0.07414162152382438,0.08924450284843907,0.053819198903457835,0.05138596441163167,0.05643618248446079,0.02262516409228694,0.016667403448137254,0.028622687263623166,0.13578256945863706,0.12839580070615558,0.1430254616655131,0.0,0.0,0.0,False,False,True,0.02262516409228694,0.028622687263623166,risk ↓ availability,70% / risk ↓ availability,Good / 10%
0.7,higher_risk_less_available,good,0.2,100,0.23842000372624703,0.22989136837129817,0.2457217791031559,0.35908781933531214,0.3501358885949189,0.36770323213715234,0.2998732129638129,0.2920553197554645,0.30891709868282763,0.4560997646332183,0.4460233799441976,0.46724853258142796,0.21767976090697125,0.20963188672972527,0.22812620885845106,0.15622655166940544,0.14520975282287923,0.16790763522812513,0.13844718363923522,0.1296447998175582,0.14935787804562004,0.07923257726773598,0.07567392642260232,0.08179113508260213,0.035558736060340386,0.028669637838271842,0.04307951251680344,0.21767976090697125,0.20963188672972527,0.22812620885845106,0.0,0.0,0.0,False,False,True,0.035558736060340386,0.04307951251680344,risk ↓ availability,70% / risk ↓ availability,Good / 20%
0.7,higher_risk_less_available,medium,0.05,100,0.06880943475488763,0.0634994203809135,0.07246870482117229,0.10116517580807223,0.09664084884951694,0.10567850387566935,0.09194648399240749,0.08660927645068911,0.09604566677776523,0.13550239683604043,0.13033514518531167,0.14011890409495734,0.06669296208115276,0.061580060002287926,0.07219917359198169,0.04355591284363288,0.03849550515698153,0.04924184368596658,0.03795582694840872,0.03389957240327834,0.043499560371557236,0.028737135132743976,0.026827234834098934,0.03042027823320453,0.011200171790448273,0.00714747858032887,0.0146153479681499,0.06669296208115276,0.061580060002287926,0.07219917359198169,0.0,0.0,0.0,False,False,True,0.011200171790448273,0.0146153479681499,risk ↓ availability,70% / risk ↓ availability,Medium / 5%
0.7,higher_risk_less_available,medium,0.1,100,0.12018224194910124,0.11317866596319275,0.12483362952963455,0.17713722304765278,0.1711965117401759,0.18290943732869136,0.15869700756920543,0.1504629685403392,0.16449910521947786,0.23446568191672615,0.22743909589467423,0.24144455213652355,0.11428343996762486,0.10748251944530243,0.1222759443791456,0.07576867434752069,0.06645462056093841,0.0848869601694489,0.06636182772303606,0.060318431558032425,0.07349866566384025,0.047921612244588754,0.04488450757025812,0.05027467378460152,0.018813693248969213,0.012556846766774897,0.02413316264588658,0.11428343996762486,0.10748251944530243,0.1222759443791456,0.0,0.0,0.0,False,False,True,0.018813693248969213,0.02413316264588658,risk ↓ availability,70% / risk ↓ availability,Medium / 10%
0.7,higher_risk_less_available,medium,0.2,100,0.20416284936685195,0.19522193934748738,0.21070519709144858,0.3028464447686883,0.29460858482808405,0.3127734365479306,0.2641089462001042,0.2558766194791426,0.2728150579633451,0.39427664950713953,0.38335864369881434,0.40567384436208315,0.19011380014028753,0.18105139612366208,0.19862943629476937,0.13016770330703525,0.11826683069736706,0.140712054070752,0.11442564935443582,0.10335144146447256,0.12401591662791346,0.07568815078585167,0.07227450000888251,0.07888881236781296,0.03148410790519882,0.024860291513746104,0.03858937955828305,0.19011380014028753,0.18105139612366208,0.19862943629476937,0.0,0.0,0.0,False,False,True,0.03148410790519882,0.03858937955828305,risk ↓ availability,70% / risk ↓ availability,Medium / 20%
0.7,higher_risk_less_available,weak,0.05,100,0.04967376711283804,0.046137090241962296,0.05335598733981619,0.07132116394749746,0.06762398420515352,0.07542777873462926,0.06804336985601529,0.06364909272591864,0.07183260340604058,0.09726899226739658,0.09251929267688702,0.1012698813585907,0.0475952251545585,0.043695378066611695,0.05243997052693281,0.02922562241138126,0.02546953750003708,0.034573187932618515,0.02543650962302032,0.02152128819129811,0.02991887883531634,0.02215871553153813,0.0204309941484889,0.023841159465600805,0.007578225576721846,0.003904359476672895,0.011274691735533575,0.0475952251545585,0.043695378066611695,0.05243997052693281,0.0,0.0,0.0,False,False,True,0.007578225576721846,0.011274691735533575,risk ↓ availability,70% / risk ↓ availability,Weak / 5%
0.7,higher_risk_less_available,weak,0.1,100,0.09118121422848606,0.08618864401644934,0.09619936961391023,0.1303492699328676,0.12518362719364332,0.1358429581497588,0.12353467082125805,0.11794579575141431,0.12903898771140776,0.176908695904144,0.1707873588591903,0.18320165047244727,0.0857274816756578,0.08049437177168368,0.09266049712165052,0.05337402508288586,0.0479574050998725,0.060272757432567214,0.04627104039363366,0.041854588651536205,0.05192553244494364,0.03945644128202411,0.03739145308989449,0.0417306373574324,0.014205969378504359,0.007872047869376467,0.019030509225995227,0.0857274816756578,0.08049437177168368,0.09266049712165052,0.0,0.0,0.0,False,False,True,0.014205969378504359,0.019030509225995227,risk ↓ availability,70% / risk ↓ availability,Weak / 10%
0.7,higher_risk_less_available,weak,0.2,100,0.1637716755208214,0.15603065002692262,0.170125554261674,0.23502138112005977,0.22805450343001943,0.24311085603035779,0.21968117051250002,0.21172723180546732,0.22756753365223897,0.3148797154474993,0.307272838569996,0.32442555296529074,0.15110803992667787,0.14319362178684317,0.15810811063663152,0.09519854493499928,0.08708018470057037,0.10277577328201644,0.08322412526711875,0.07607885793054402,0.09041839635334856,0.06788391465955904,0.06455264173070578,0.07061864205034536,0.023948839335760943,0.01847730731935963,0.030146966946408404,0.15110803992667787,0.14319362178684317,0.15810811063663152,0.0,0.0,0.0,False,False,True,0.023948839335760943,0.030146966946408404,risk ↓ availability,70% / risk ↓ availability,Weak / 20%
