replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,protocol,scenario,threshold,calibration_target_selected_n,full_population_n,full_population_event_n,eligible_n,eligible_event_n,eligible_fraction,selected_n,true_positive_n,precision,recall_among_eligible,population_event_capture,event_availability_ceiling
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,50137,3277,0.50137,10027,1488,0.14839932183105614,0.45407384803173634,0.1505615703733684,0.3315794799150056
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,50137,3277,0.50137,20000,2220,0.111,0.6774488861763809,0.22462814934736416,0.3315794799150056
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,50137,3277,0.50137,4832,875,0.1810844370860927,0.26701251144339333,0.08853586967519984,0.3315794799150056
1,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,50069,4972,0.50069,2503,819,0.3272073511785857,0.16472244569589703,0.08286957401598705,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,50069,4972,0.50069,5000,1400,0.28,0.2815768302493966,0.14165739148031975,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,50069,4972,0.50069,2520,826,0.3277777777777778,0.16613032984714401,0.08357786097338865,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,all_population,1.8429586299902603,2500.0,100000,9883,100000,9883,1.0,4889,1640,0.33544692166087137,0.16594151573408883,0.16594151573408883,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,,,100000,9883,50069,4972,0.50069,5007,1402,0.2800079888156581,0.2819790828640386,0.1418597591824345,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,,,100000,9883,50069,4972,0.50069,10000,2283,0.2283,0.4591713596138375,0.23100273196397855,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,1.4386365686630094,5000.0,100000,9883,50069,4972,0.50069,4957,1391,0.2806132741577567,0.27976669348350763,0.1407467368208034,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,all_population,1.4386365686630094,5000.0,100000,9883,100000,9883,1.0,9793,2807,0.28663330950679056,0.2840230699180411,0.2840230699180411,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,50069,4972,0.50069,10014,2286,0.22828040742959857,0.4597747385358005,0.23130628351715066,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,50069,4972,0.50069,20000,3474,0.1737,0.6987127916331456,0.3515126985733077,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,50069,4972,0.50069,10089,2296,0.22757458618297155,0.46178600160901045,0.23231812202772437,0.5030861074572498
1,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,49919,6573,0.49919,2496,961,0.38501602564102566,0.14620416856838583,0.09723768086613377,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,49919,6573,0.49919,5000,1649,0.3298,0.25087479081089303,0.16685217039360517,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,49919,6573,0.49919,4174,1430,0.3425970292285577,0.21755667123079264,0.14469290701204088,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,all_population,1.8429586299902603,2500.0,100000,9883,100000,9883,1.0,4889,1640,0.33544692166087137,0.16594151573408883,0.16594151573408883,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,,,100000,9883,49919,6573,0.49919,4992,1645,0.3295272435897436,0.25026624068157616,0.1664474349893757,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,,,100000,9883,49919,6573,0.49919,10000,2749,0.2749,0.4182260763730412,0.27815440655671353,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,1.4386365686630094,5000.0,100000,9883,49919,6573,0.49919,7949,2356,0.29638948295383066,0.3584360261676556,0.23838915309116665,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,all_population,1.4386365686630094,5000.0,100000,9883,100000,9883,1.0,9793,2807,0.28663330950679056,0.2840230699180411,0.2840230699180411,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,49919,6573,0.49919,9984,2746,0.2750400641025641,0.41776966377605357,0.27785085500354145,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,49919,6573,0.49919,20000,4311,0.21555,0.6558649018712917,0.4362035819083274,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,49919,6573,0.49919,15211,3647,0.2397606994937874,0.5548455804046858,0.3690175048062329,0.6650814530001011
1,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,70255,5387,0.70255,3513,868,0.2470822658696271,0.1611286430295155,0.08782758271779824,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,70255,5387,0.70255,5000,1139,0.2278,0.21143493595693336,0.11524840635434584,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,70255,5387,0.70255,1589,459,0.28886091881686593,0.08520512344533135,0.0464433876353334,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,all_population,1.8429586299902603,2500.0,100000,9883,100000,9883,1.0,4889,1640,0.33544692166087137,0.16594151573408883,0.16594151573408883,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,,,100000,9883,70255,5387,0.70255,7026,1480,0.21064617136350697,0.2747354742899573,0.14975209956490945,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,,,100000,9883,70255,5387,0.70255,10000,1898,0.1898,0.35232968256914793,0.19204694930689062,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,1.4386365686630094,5000.0,100000,9883,70255,5387,0.70255,3729,915,0.24537409493161705,0.16985335065899387,0.09258322371749468,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,all_population,1.4386365686630094,5000.0,100000,9883,100000,9883,1.0,9793,2807,0.28663330950679056,0.2840230699180411,0.2840230699180411,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,70255,5387,0.70255,14051,2395,0.17045050174364815,0.4445888249489512,0.24233532328240412,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,70255,5387,0.70255,20000,3012,0.1506,0.5591238165955077,0.30476575938480216,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,70255,5387,0.70255,9053,1780,0.1966199050038661,0.33042509745684057,0.18010725488212082,0.5450774056460589
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,69979,6881,0.69979,3499,1161,0.33180908831094597,0.16872547594826334,0.11747445107760801,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,69979,6881,0.69979,5000,1522,0.3044,0.2211887807004796,0.15400182130931903,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,69979,6881,0.69979,3464,1153,0.3328521939953811,0.16756285423630285,0.11666498026914904,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,all_population,1.8429586299902603,2500.0,100000,9883,100000,9883,1.0,4889,1640,0.33544692166087137,0.16594151573408883,0.16594151573408883,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,,,100000,9883,69979,6881,0.69979,6998,1966,0.2809374106887682,0.2857142857142857,0.19892745117879188,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,,,100000,9883,69979,6881,0.69979,10000,2505,0.2505,0.36404592355762244,0.253465546898715,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,1.4386365686630094,5000.0,100000,9883,69979,6881,0.69979,6863,1939,0.28252950604691823,0.28179043743641913,0.19619548720024285,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,all_population,1.4386365686630094,5000.0,100000,9883,100000,9883,1.0,9793,2807,0.28663330950679056,0.2840230699180411,0.2840230699180411,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,69979,6881,0.69979,13996,3156,0.2254929979994284,0.45865426536840576,0.3193362339370636,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,69979,6881,0.69979,20000,3930,0.1965,0.5711379160005813,0.397652534655469,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,69979,6881,0.69979,14032,3161,0.2252708095781072,0.45938090393838105,0.3198421531923505,0.6962460791257715
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,69884,8149,0.69884,3494,1251,0.35804235832856324,0.15351576880598847,0.12658099767277142,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,69884,8149,0.69884,5000,1664,0.3328,0.20419683396735797,0.16836992815946575,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,69884,8149,0.69884,4601,1556,0.3381873505759617,0.19094367407043808,0.15744207224526965,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,all_population,1.8429586299902603,2500.0,100000,9883,100000,9883,1.0,4889,1640,0.33544692166087137,0.16594151573408883,0.16594151573408883,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,available_subset,,,100000,9883,69884,8149,0.69884,6988,2153,0.3080995993131082,0.26420419683396734,0.21784883132652028,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,available_subset,,,100000,9883,69884,8149,0.69884,10000,2809,0.2809,0.34470487176340653,0.28422543762015584,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,10000,2852,0.2852,0.2885763432156228,0.2885763432156228,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,available_subset,1.4386365686630094,5000.0,100000,9883,69884,8149,0.69884,8998,2613,0.2903978661924872,0.3206528408393668,0.26439340281291107,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,fixed_calibration_threshold,all_population,1.4386365686630094,5000.0,100000,9883,100000,9883,1.0,9793,2807,0.28663330950679056,0.2840230699180411,0.2840230699180411,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,available_subset,,,100000,9883,69884,8149,0.69884,13977,3522,0.25198540459326035,0.4322002699717757,0.35636952342406153,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,available_subset,,,100000,9883,69884,8149,0.69884,20000,4435,0.22175,0.5442385568781446,0.44875037943944146,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,20000,4537,0.22685,0.45907113224729335,0.45907113224729335,1.0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,available_subset,0.935991560680596,10000.0,100000,9883,69884,8149,0.69884,17892,4142,0.2315001117818019,0.5082832249355749,0.4191035110796317,0.8245472022665182
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,fixed_calibration_threshold,all_population,0.935991560680596,10000.0,100000,9883,100000,9883,1.0,20058,4544,0.22654302522684217,0.45977941920469495,0.45977941920469495,1.0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,available_subset,,,100000,9883,90121,8054,0.90121,4506,1326,0.29427430093209056,0.16463868885026073,0.13416978650207426,0.814934736416068
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,cohort_specific_top_fraction,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,available_subset,,,100000,9883,90121,8054,0.90121,5000,1427,0.2854,0.177179041470077,0.14438935545886877,0.814934736416068
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_absolute_budget,all_population,,,100000,9883,100000,9883,1.0,5000,1674,0.3348,0.16938176667003946,0.16938176667003946,1.0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,fixed_calibration_threshold,available_subset,1.8429586299902603,2500.0,100000,9883,90121,8054,0.90121,3264,1020,0.3125,0.12664514526943133,0.10320752807851867,0.814934736416068
