replicate,availability_target_fraction,availability_relation,availability_slope,availability_intercept,model_quality,score_noise_sd,expected_score_latent_correlation,nominal_fraction,realized_available_n,realized_available_fraction,available_event_n,full_population_event_n,event_availability_ceiling,budget_available_top_fraction,budget_all_top_fraction,naive_top_fraction_effect,availability_effect_at_all_budget,capacity_effect_within_available_subset,distortion_top_fraction_minus_fixed_budget,identity_error,naive_delta_true_positive_n,availability_delta_true_positive_n,capacity_delta_true_positive_n,tp_identity_error
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,70255,0.70255,5387,9883,0.5450774056460589,7026,10000,0.13882424365071336,0.09652939390873219,0.042294849741981166,0.042294849741981166,0.0,1372,954,418,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,70255,0.70255,5387,9883,0.5450774056460589,14051,20000,0.21673580896488923,0.15430537286249119,0.06243043610239804,0.06243043610239804,0.0,2142,1525,617,0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,69979,0.69979,6881,9883,0.6962460791257715,3499,5000,0.05190731559243145,0.015379945360720432,0.036527370231711015,0.036527370231711015,0.0,513,152,361,0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,69979,0.69979,6881,9883,0.6962460791257715,6998,10000,0.08964889203683093,0.03511079631690783,0.0545380957199231,0.0545380957199231,0.0,886,347,539,0
1,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,69979,0.69979,6881,9883,0.6962460791257715,13996,20000,0.13973489831022973,0.06141859759182433,0.0783163007184054,0.0783163007184054,0.0,1381,607,774,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,69884,0.69884,8149,9883,0.8245472022665182,3494,5000,0.042800768997268035,0.0010118385105737093,0.041788930486694326,0.041788930486694326,0.0,423,10,413,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,69884,0.69884,8149,9883,0.8245472022665182,6988,10000,0.07072751188910253,0.0043509055954669695,0.06637660629363556,0.06637660629363556,0.0,699,43,656,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,69884,0.69884,8149,9883,0.8245472022665182,13977,20000,0.10270160882323182,0.010320752807851885,0.09238085601537993,0.09238085601537993,0.0,1015,102,913,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,90121,0.90121,8054,9883,0.814934736416068,4506,5000,0.0352119801679652,0.024992411211170684,0.010219568956794517,0.010219568956794517,0.0,348,247,101,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,90121,0.90121,8054,9883,0.814934736416068,9012,10000,0.06283517150662757,0.04522918142264498,0.017605990083982587,0.017605990083982587,0.0,621,447,174,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,90121,0.90121,8054,9883,0.814934736416068,18024,20000,0.09632702620661743,0.07062632803804514,0.02570069816857229,0.02570069816857229,0.0,952,698,254,0
1,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,90030,0.9003,8845,9883,0.8949711626024487,4502,5000,0.017707173935039955,0.0041485378933522055,0.01355863604168775,0.01355863604168775,0.0,175,41,134,0
1,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,90030,0.9003,8845,9883,0.8949711626024487,9003,10000,0.029950419912981918,0.011838510573712435,0.018111909339269483,0.018111909339269483,0.0,296,117,179,0
1,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,90030,0.9003,8845,9883,0.8949711626024487,18006,20000,0.048669432358595555,0.021046241019933243,0.027623191338662312,0.027623191338662312,0.0,481,208,273,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,89930,0.8993,9420,9883,0.9531518769604371,4496,5000,0.014266922999089354,0.00020236770211473631,0.014064555296974618,0.014064555296974618,0.0,141,2,139,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,89930,0.8993,9420,9883,0.9531518769604371,8993,10000,0.022260447232621716,0.001011838510573737,0.02124860872204798,0.02124860872204798,0.0,220,10,210,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,89930,0.8993,9420,9883,0.9531518769604371,17986,20000,0.030152787615096655,0.0008094708084590008,0.029343316806637654,0.029343316806637654,0.0,298,8,290,0
1,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.05,50137,0.50137,3277,9883,0.3315794799150056,2507,5000,0.09258322371749468,0.060912678336537476,0.031670545380957205,0.031670545380957205,0.0,915,602,313,0
1,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.1,50137,0.50137,3277,9883,0.3315794799150056,5014,10000,0.1617929778407366,0.10968329454619041,0.0521096832945462,0.05210968329454618,-1.3877787807814457e-17,1599,1084,515,0
1,0.5,higher_risk_less_available,-1.0,0.0,medium,1.0,0.7071067811865475,0.2,50137,0.50137,3277,9883,0.3315794799150056,10027,20000,0.26874430840837804,0.1928564201153496,0.07588788829302842,0.07588788829302845,2.7755575615628914e-17,2656,1906,750,0
1,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.05,50069,0.50069,4972,9883,0.5030861074572498,2503,5000,0.06668015784680764,0.0154811292117778,0.05119902863502984,0.05119902863502984,0.0,659,153,506,0
1,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.1,50069,0.50069,4972,9883,0.5030861074572498,5007,10000,0.11666498026914904,0.03723565718911259,0.07942932308003645,0.07942932308003645,0.0,1153,368,785,0
1,0.5,risk_independent,0.0,0.0,medium,1.0,0.7071067811865475,0.2,50069,0.50069,4972,9883,0.5030861074572498,10014,20000,0.19660022260447232,0.0775068299099464,0.11909339269452593,0.11909339269452593,0.0,1943,766,1177,0
1,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.05,49919,0.49919,6573,9883,0.6650814530001011,2496,5000,0.06081149448548011,-0.0014165739148032097,0.06222806840028332,0.06222806840028332,0.0,601,-14,615,0
1,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.1,49919,0.49919,6573,9883,0.6650814530001011,4992,10000,0.10007082869574016,-0.006779318020843889,0.10685014671658405,0.10685014671658405,0.0,989,-67,1056,0
1,0.5,higher_risk_more_available,1.0,0.0,medium,1.0,0.7071067811865475,0.2,49919,0.49919,6573,9883,0.6650814530001011,9984,20000,0.15319235050086005,-0.002226044723262155,0.1554183952241222,0.1554183952241222,0.0,1514,-22,1536,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,70255,0.70255,5387,9883,0.5450774056460589,3513,5000,0.06415056157037337,0.04097945967823535,0.023171101892138016,0.023171101892138016,0.0,634,405,229,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,70255,0.70255,5387,9883,0.5450774056460589,7026,10000,0.11170697156733785,0.07578670444197105,0.03592026712536679,0.03592026712536679,0.0,1104,749,355,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,70255,0.70255,5387,9883,0.5450774056460589,14051,20000,0.1874936760093089,0.13052716786400892,0.05696650814529999,0.05696650814529999,0.0,1853,1290,563,0
1,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.05,69979,0.69979,6881,9883,0.6962460791257715,3499,5000,0.04138419508246484,0.009814833552565017,0.03156936152989982,0.03156936152989982,0.0,409,97,312,0
1,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.1,69979,0.69979,6881,9883,0.6962460791257715,6998,10000,0.07163816654861882,0.018213093190326823,0.053425073358292,0.053425073358292,0.0,708,180,528,0
1,0.7,risk_independent,0.0,0.8472978603867887,medium,1.0,0.7071067811865475,0.2,69979,0.69979,6881,9883,0.6962460791257715,13996,20000,0.11878984114135382,0.043306688252554904,0.07548315288879892,0.07548315288879892,0.0,1174,428,746,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.05,69884,0.69884,8149,9883,0.8245472022665182,3494,5000,0.03581908327430941,-0.0009106546595163412,0.03672973793382575,0.03672973793382575,0.0,354,-9,363,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.1,69884,0.69884,8149,9883,0.8245472022665182,6988,10000,0.0576747951027016,-0.003946170191237497,0.061620965293939095,0.061620965293939095,0.0,570,-39,609,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,medium,1.0,0.7071067811865475,0.2,69884,0.69884,8149,9883,0.8245472022665182,13977,20000,0.08762521501568349,-0.0017201254679752864,0.08934534048365878,0.08934534048365878,0.0,866,-17,883,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,90121,0.90121,8054,9883,0.814934736416068,4506,5000,0.0288373975513508,0.019123747849843165,0.009713649701507635,0.009713649701507635,0.0,285,189,96,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,90121,0.90121,8054,9883,0.814934736416068,9012,10000,0.04826469695436608,0.03146817767884244,0.01679651927552364,0.01679651927552364,0.0,477,311,166,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,90121,0.90121,8054,9883,0.814934736416068,18024,20000,0.08357786097338865,0.05848426591116057,0.02509359506222808,0.02509359506222808,0.0,826,578,248,0
1,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.05,90030,0.9003,8845,9883,0.8949711626024487,4502,5000,0.013963371445917222,0.0027319639785490235,0.011231407467368199,0.011231407467368199,0.0,138,27,111,0
1,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.1,90030,0.9003,8845,9883,0.8949711626024487,9003,10000,0.024385308104826448,0.004350905595466942,0.020034402509359506,0.020034402509359506,0.0,241,43,198,0
1,0.9,risk_independent,0.0,2.197224577337238,medium,1.0,0.7071067811865475,0.2,90030,0.9003,8845,9883,0.8949711626024487,18006,20000,0.041384195082464825,0.015683496913892536,0.02570069816857229,0.02570069816857229,0.0,409,155,254,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.05,89930,0.8993,9420,9883,0.9531518769604371,4496,5000,0.011433775169482949,-0.00020236770211473631,0.011636142871597685,0.011636142871597685,0.0,113,-2,115,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.1,89930,0.8993,9420,9883,0.9531518769604371,8993,10000,0.018820196296671032,-0.0012142062126884734,0.020034402509359506,0.020034402509359506,0.0,186,-12,198,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,medium,1.0,0.7071067811865475,0.2,89930,0.8993,9420,9883,0.9531518769604371,17986,20000,0.02853384599817871,-0.0014165739148032097,0.029950419912981918,0.029950419912981918,0.0,282,-14,296,0
1,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.05,50137,0.50137,3277,9883,0.3315794799150056,2507,5000,0.06496003237883234,0.04016998886977639,0.02479004350905596,0.024790043509055955,-3.469446951953614e-18,642,397,245,0
1,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.1,50137,0.50137,3277,9883,0.3315794799150056,5014,10000,0.11980167965192756,0.0759890721440858,0.04381260750784175,0.04381260750784176,6.938893903907228e-18,1184,751,433,0
1,0.5,higher_risk_less_available,-1.0,0.0,weak,2.0,0.4472135954999579,0.2,50137,0.50137,3277,9883,0.3315794799150056,10027,20000,0.209045836284529,0.13538399271476273,0.07366184356976627,0.07366184356976627,0.0,2066,1338,728,0
1,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.05,50069,0.50069,4972,9883,0.5030861074572498,2503,5000,0.04826469695436609,0.007993524233532334,0.040271172720833755,0.040271172720833755,0.0,477,79,398,0
1,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.1,50069,0.50069,4972,9883,0.5030861074572498,5007,10000,0.0876252150156835,0.017302438530810482,0.07032277648487302,0.07032277648487302,0.0,866,171,695,0
1,0.5,risk_independent,0.0,0.0,weak,2.0,0.4472135954999579,0.2,50069,0.50069,4972,9883,0.5030861074572498,10014,20000,0.1503592026712537,0.0349084286147931,0.11545077405646059,0.11545077405646059,0.0,1486,345,1141,0
1,0.5,higher_risk_more_available,1.0,0.0,weak,2.0,0.4472135954999579,0.05,49919,0.49919,6573,9883,0.6650814530001011,2496,5000,0.040878275827177984,-0.008701811190933925,0.04958008701811191,0.04958008701811191,0.0,404,-86,490,0
1,0.5,higher_risk_more_available,1.0,0.0,weak,2.0,0.4472135954999579,0.1,49919,0.49919,6573,9883,0.6650814530001011,4992,10000,0.07133461499544673,-0.016998886977638378,0.08833350197308511,0.08833350197308511,0.0,705,-168,873,0
1,0.5,higher_risk_more_available,1.0,0.0,weak,2.0,0.4472135954999579,0.2,49919,0.49919,6573,9883,0.6650814530001011,9984,20000,0.11666498026914907,-0.03723565718911259,0.15390063745826166,0.15390063745826166,0.0,1153,-368,1521,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.05,70255,0.70255,5387,9883,0.5450774056460589,3513,5000,0.04573510067793181,0.027623191338662353,0.018111909339269455,0.018111909339269455,0.0,452,273,179,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.1,70255,0.70255,5387,9883,0.5450774056460589,7026,10000,0.08216128705858546,0.05018719012445613,0.03197409693412932,0.03197409693412932,0.0,812,496,316,0
1,0.7,higher_risk_less_available,-1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.2,70255,0.70255,5387,9883,0.5450774056460589,14051,20000,0.14125265607609028,0.08883942122837196,0.052413234847718315,0.052413234847718315,0.0,1396,878,518,0
1,0.7,risk_independent,0.0,0.8472978603867887,weak,2.0,0.4472135954999579,0.05,69979,0.69979,6881,9883,0.6962460791257715,3499,5000,0.029545684508752404,0.0043509055954669695,0.025194778913285434,0.025194778913285434,0.0,292,43,249,0
1,0.7,risk_independent,0.0,0.8472978603867887,weak,2.0,0.4472135954999579,0.1,69979,0.69979,6881,9883,0.6962460791257715,6998,10000,0.054335728017808366,0.009005362744106044,0.04533036527370232,0.04533036527370232,0.0,537,89,448,0
1,0.7,risk_independent,0.0,0.8472978603867887,weak,2.0,0.4472135954999579,0.2,69979,0.69979,6881,9883,0.6962460791257715,13996,20000,0.09197612061115046,0.014975209956490931,0.07700091065465953,0.07700091065465953,0.0,909,148,761,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.05,69884,0.69884,8149,9883,0.8245472022665182,3494,5000,0.02387938884953962,-0.0035414347870079826,0.027420823636547603,0.027420823636547603,0.0,236,-35,271,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.1,69884,0.69884,8149,9883,0.8245472022665182,6988,10000,0.04209248203986643,-0.008802995041991307,0.05089547708185774,0.05089547708185774,0.0,416,-87,503,0
1,0.7,higher_risk_more_available,1.0,1.0184006519909872,weak,2.0,0.4472135954999579,0.2,69884,0.69884,8149,9883,0.8245472022665182,13977,20000,0.06516240008094709,-0.022361631083679057,0.08752403116462615,0.08752403116462615,0.0,644,-221,865,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,90121,0.90121,8054,9883,0.814934736416068,4506,5000,0.020236770211474256,0.013052716786400895,0.007184053425073361,0.007184053425073361,0.0,200,129,71,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,90121,0.90121,8054,9883,0.814934736416068,9012,10000,0.037033289486997883,0.022867550338965897,0.014165739148031986,0.014165739148031986,0.0,366,226,140,0
1,0.9,higher_risk_less_available,-1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,90121,0.90121,8054,9883,0.814934736416068,18024,20000,0.06172214914499646,0.03571789942325204,0.02600424972174442,0.02600424972174442,0.0,610,353,257,0
1,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.05,90030,0.9003,8845,9883,0.8949711626024487,4502,5000,0.01062430436102399,0.002226044723262169,0.00839825963776182,0.00839825963776182,0.0,105,22,83,0
1,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.1,90030,0.9003,8845,9883,0.8949711626024487,9003,10000,0.019022563998785796,0.004148537893352233,0.014874026105433563,0.014874026105433563,0.0,188,41,147,0
1,0.9,risk_independent,0.0,2.197224577337238,weak,2.0,0.4472135954999579,0.2,90030,0.9003,8845,9883,0.8949711626024487,18006,20000,0.032277648487301414,0.005666295659212783,0.02661135282808863,0.02661135282808863,0.0,319,56,263,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.05,89930,0.8993,9420,9883,0.9531518769604371,4496,5000,0.007791156531417598,-0.000708286957401591,0.008499443488819189,0.008499443488819189,0.0,77,-7,84,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.1,89930,0.8993,9420,9883,0.9531518769604371,8993,10000,0.013457452190630381,-0.002124860872204787,0.015582313062835168,0.015582313062835168,0.0,133,-21,154,0
1,0.9,higher_risk_more_available,1.0,2.5642215001107616,weak,2.0,0.4472135954999579,0.2,89930,0.8993,9420,9883,0.9531518769604371,17986,20000,0.02043913791358898,-0.004755640999696442,0.02519477891328542,0.02519477891328542,0.0,202,-47,249,0
2,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.05,49813,0.49813,3268,9866,0.3312385972025137,2491,5000,0.11524427326170686,0.07824853030610177,0.0369957429556051,0.03699574295560509,-6.938893903907228e-18,1137,772,365,0
2,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.1,49813,0.49813,3268,9866,0.3312385972025137,4981,10000,0.18974255017230893,0.13419825663896207,0.05554429353334686,0.05554429353334686,0.0,1872,1324,548,0
2,0.5,higher_risk_less_available,-1.0,0.0,good,0.5,0.8944271909999159,0.2,49813,0.49813,3268,9866,0.3312385972025137,9963,20000,0.30670991283194815,0.22927224812487332,0.0774376647070748,0.07743766470707483,2.7755575615628914e-17,3026,2262,764,0
2,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.05,49847,0.49847,4923,9866,0.4989864180012163,2492,5000,0.08128927630245286,0.026859922967768096,0.054429353334684766,0.054429353334684766,0.0,802,265,537,0
2,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.1,49847,0.49847,4923,9866,0.4989864180012163,4985,10000,0.13845530103385362,0.05311169673626595,0.08534360429758767,0.08534360429758767,0.0,1366,524,842,0
2,0.5,risk_independent,0.0,0.0,good,0.5,0.8944271909999159,0.2,49847,0.49847,4923,9866,0.4989864180012163,9969,20000,0.22552199472937362,0.10693290087168056,0.11858909385769306,0.11858909385769306,0.0,2225,1055,1170,0
2,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.05,49969,0.49969,6479,9866,0.6566997770119603,2498,5000,0.0716602473140077,0.0024325967970808826,0.06922765051692682,0.06922765051692682,0.0,707,24,683,0
2,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.1,49969,0.49969,6479,9866,0.6566997770119603,4997,10000,0.1137239002635313,0.009426312588688424,0.10429758767484287,0.10429758767484287,0.0,1122,93,1029,0
2,0.5,higher_risk_more_available,1.0,0.0,good,0.5,0.8944271909999159,0.2,49969,0.49969,6479,9866,0.6566997770119603,9994,20000,0.18173525238191773,0.021690654773971252,0.16004459760794648,0.16004459760794648,0.0,1793,214,1579,0
2,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,69787,0.69787,5353,9866,0.5425704439489155,3489,5000,0.08159335090208797,0.056659233732008915,0.024934117170079054,0.024934117170079054,0.0,805,559,246,0
2,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,69787,0.69787,5353,9866,0.5425704439489155,6979,10000,0.13622542063652948,0.0913237380904115,0.04490168254611798,0.04490168254611798,0.0,1344,901,443,0
2,0.7,higher_risk_less_available,-1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,69787,0.69787,5353,9866,0.5425704439489155,13957,20000,0.2133590107439692,0.15294952361646058,0.060409487127508626,0.060409487127508626,0.0,2105,1509,596,0
2,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.05,69780,0.6978,6876,9866,0.6969389823636732,3489,5000,0.05017230893979323,0.013886073383336694,0.036286235556456534,0.036286235556456534,0.0,495,137,358,0
2,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.1,69780,0.6978,6876,9866,0.6969389823636732,6978,10000,0.08534360429758767,0.03263734036083518,0.052706263936752484,0.052706263936752484,0.0,842,322,520,0
2,0.7,risk_independent,0.0,0.8472978603867887,good,0.5,0.8944271909999159,0.2,69780,0.6978,6876,9866,0.6969389823636732,13956,20000,0.1400770322319076,0.057774173930671024,0.08230285830123657,0.08230285830123657,0.0,1382,570,812,0
2,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.05,69789,0.69789,8186,9866,0.8297182242043382,3489,5000,0.04145550375025339,0.0008108655990269609,0.04064463815122643,0.04064463815122643,0.0,409,8,401,0
2,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.1,69789,0.69789,8186,9866,0.8297182242043382,6979,10000,0.06304480032434623,0.0009122237989053206,0.06213257652544091,0.06213257652544091,0.0,622,9,613,0
2,0.7,higher_risk_more_available,1.0,1.0184006519909872,good,0.5,0.8944271909999159,0.2,69789,0.69789,8186,9866,0.8297182242043382,13958,20000,0.10176363267788369,0.006993715791607569,0.09476991688627612,0.09476991688627612,0.0,1004,69,935,0
2,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,89859,0.89859,8050,9866,0.8159335090208798,4493,5000,0.035069937157916065,0.02300831137239001,0.012061625785526053,0.012061625785526053,0.0,346,227,119,0
2,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,89859,0.89859,8050,9866,0.8159335090208798,8986,10000,0.06122035272653556,0.04338130954794242,0.01783904317859314,0.01783904317859314,0.0,604,428,176,0
2,0.9,higher_risk_less_available,-1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,89859,0.89859,8050,9866,0.8159335090208798,17972,20000,0.09406040948712752,0.06456517332252182,0.029495236164605698,0.029495236164605698,0.0,928,637,291,0
2,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.05,89901,0.89901,8857,9866,0.8977295763227245,4495,5000,0.016115953780660858,0.004358402594769911,0.011757551185890946,0.011757551185890946,0.0,159,43,116,0
2,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.1,89901,0.89901,8857,9866,0.8977295763227245,8990,10000,0.02848165416582199,0.008311372390026328,0.020170281775795662,0.020170281775795662,0.0,281,82,199,0
2,0.9,risk_independent,0.0,2.197224577337238,good,0.5,0.8944271909999159,0.2,89901,0.89901,8857,9866,0.8977295763227245,17980,20000,0.04733427934319889,0.018244475978106633,0.02908980336509226,0.02908980336509226,0.0,467,180,287,0
2,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.05,89903,0.89903,9414,9866,0.9541860936549766,4495,5000,0.012568416784917907,-0.0013176565984188149,0.013886073383336722,0.013886073383336722,0.0,124,-13,137,0
2,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.1,89903,0.89903,9414,9866,0.9541860936549766,8990,10000,0.020170281775795662,-0.0006081491992702137,0.020778430975065876,0.020778430975065876,0.0,199,-6,205,0
2,0.9,higher_risk_more_available,1.0,2.5642215001107616,good,0.5,0.8944271909999159,0.2,89903,0.89903,9414,9866,0.9541860936549766,17981,20000,0.032130549361443383,-0.00010135819987833194,0.032231907561321715,0.032231907561321715,0.0,317,-1,318,0
